,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
295,-386347,-52398,-2592574,-83955,75340,-263999,898694,-3283367,-521788,-405662,-557892,658933
296,-441978,-48494,-2609717,-104651,72460,-299517,850453,-1050022,-611513,-342258,-417378,653192
297,-458533,-48833,-2622823,-112020,72711,-309281,474424,462018,-655601,-396596,-359112,571462
298,-443779,-54508,-2621971,-108732,76891,-298233,-264939,1290774,-540051,-368085,-362392,425528
299,-407469,-72822,-2600349,-104056,90234,-269335,-1275265,1316470,-761852,-305546,-417467,210166
300,-361268,-99573,-2564459,-102378,109304,-231476,-1560062,1540216,-790835,-131076,-513014,179220
301,-297383,-121739,-2526441,-94726,124721,-184910,-1468112,2619740,-703982,98318,-545902,90709
302,-202497,-151264,-2481565,-87872,144701,-117503,-1847080,3880457,-1297903,216433,-104426,40986
303,-77951,-180753,-2432605,-83542,164008,-33149,-1632234,5113580,-1101429,308690,114228,-233767
304,39248,-199380,-2382076,-83024,175860,42750,-1405690,3185195,-972394,195883,17826,-814121
305,81196,-211839,-2338119,-89621,183637,69896,-1082077,-655552,-613766,-94821,-529182,-844989
306,75834,-211048,-2311597,-89333,183148,66526,-36230,-526076,-67175,115965,-1044698,-219108
307,79353,-201368,-2331185,-81586,177109,67955,1291239,2256664,53899,8471,-1055688,290571
308,102835,-194879,-2358717,-75288,173021,82260,970467,2498731,-262709,-298318,-541880,469671
309,134634,-193832,-2370609,-73295,172358,102308,379572,2280347,-282580,-400362,-67844,442926
310,172711,-192613,-2354093,-71776,171586,126414,-681866,993441,-414395,-212536,284551,-23212
311,195279,-198407,-2319883,-76356,175248,140651,-611385,-259354,-733832,-9271,130774,-184941
312,176869,-201228,-2329432,-78452,177022,129057,1297182,-103625,-307298,63229,-185103,133385
313,137975,-193975,-2380156,-73318,172449,104426,1717858,763948,17098,138570,-289752,519557
314,145246,-185510,-2385255,-66629,167060,108817,-58249,781069,205496,-185502,-407592,938231
315,147637,-169451,-2384377,-54327,156685,109979,593427,180665,602855,-264789,-815172,404858
316,133897,-146398,-2409484,-37372,141452,100269,1276427,1040732,712278,5517,-979794,-547804
317,134134,-128865,-2439980,-24457,129602,99867,1247702,1562482,263823,310823,-151737,252358
318,143038,-124221,-2459711,-20833,126425,105820,763054,1392875,-323662,426936,-33980,461004
319,148927,-124720,-2469763,-21069,126766,109867,502529,713713,-484845,468660,-58723,421008
320,157777,-131962,-2467423,-26212,131712,116036,-27412,678580,-829264,51120,-516882,265150
321,170439,-143253,-2458251,-34418,139344,124706,-12159,610905,-967940,5554,-506753,301204
322,184704,-155522,-2449325,-43556,147529,134223,-118179,757227,-971004,33307,-495163,195343
323,204832,-167362,-2433411,-52695,155322,147315,-318052,696058,-952026,39975,-647350,167831
324,222879,-177987,-2416811,-61192,162225,158739,-198397,559028,-886920,45512,-664598,117543
325,237328,-186348,-2405727,-68077,167596,167672,-31092,678165,-722467,-70696,-665453,-4931
326,248539,-190597,-2399545,-71811,170305,174591,163816,580749,-506268,-151345,-626536,61957
327,244776,-190560,-2405493,-71617,170281,172205,643238,216896,-240739,-123019,-567918,-1240
328,218776,-186131,-2428360,-67313,167457,155836,1147580,-368346,-44186,-111957,-589936,-312690
329,168131,-180974,-2463389,-62842,164149,123424,1457793,-1007092,-151228,-82538,-673512,-289724
330,117552,-179593,-2499629,-62919,163261,90844,1348586,-665739,-438711,-230914,-732545,246000
331,76459,-180015,-2523905,-65371,163532,64484,833824,-971999,-393844,-373329,-800671,376089
332,36590,-174363,-2536153,-64201,159880,38390,663927,-1303409,46569,-422823,-956550,412926
333,-24012,-160318,-2553713,-60486,150698,-2452,1151728,-2649486,314484,-266504,-808956,82231
334,-121479,-136785,-2576481,-59654,134983,-69818,1115753,-4154844,643037,-103793,-566648,-34989
335,-222446,-111179,-2581795,-65875,117420,-141223,722477,-4647216,771245,50134,-187727,397943
336,-314192,-91196,-2580151,-80833,103386,-205463,641748,-3943609,443972,56485,-93629,719126
337,-383538,-74553,-2584066,-95699,91483,-254176,838584,-2405068,203026,-98617,-97168,474061
338,-427474,-64161,-2587118,-107250,83952,-284692,439541,-1509825,-86124,-326049,-233894,33340
339,-453728,-63552,-2580566,-117994,83509,-300517,-129062,-978693,-281988,-336042,-425086,297151
340,-457453,-71485,-2566175,-123991,89266,-299467,-564566,27916,-417711,-402478,-683605,431600
341,-438453,-86656,-2548639,-124566,100158,-282228,-711121,1032192,-753306,-355150,-687660,291129
342,-400525,-105120,-2534017,-120321,113195,-252734,-736475,2176782,-852158,-389942,-654813,149834
343,-338111,-127574,-2512771,-111732,128720,-207450,-1120326,3001223,-1031085,-363849,-682089,34558
344,-250872,-158974,-2481930,-105791,149812,-144713,-1548815,3840716,-1472057,-232246,-619654,-6480
345,-144866,-201416,-2442559,-110942,177140,-69362,-1736838,4132485,-2078358,-25421,-518396,-139311
346,-35445,-244737,-2388480,-126315,203587,4081,-2016027,3235630,-1863378,371926,-262907,-410796
347,49872,-269720,-2320529,-137865,218156,56531,-1673900,823999,-867656,450386,-544016,-315162
348,74531,-270290,-2278314,-136704,218481,70613,-524990,-413072,71308,409155,-805298,-235630
349,78345,-255000,-2265703,-124075,209633,71550,122684,452534,690018,214275,-869264,-246380
350,113733,-228980,-2254522,-101529,194140,90847,-211,2329995,951673,-228132,-674190,159876
351,173941,-217287,-2244425,-91037,187001,127265,-91964,3048802,-235616,-341300,-171798,471618
352,233086,-218764,-2230127,-93142,187908,163564,-199205,2300892,-387093,-475517,178812,449159
353,226243,-218394,-2229090,-92632,187681,159382,625774,-1773068,-482933,-549360,2618,-96037
354,152381,-227639,-2269635,-99420,193325,114211,1881255,-673906,-987249,-542572,-3027,-50865
355,140038,-242006,-2310713,-111127,201964,107154,1079938,2056396,-1091418,210452,-467430,337614
356,149190,-251194,-2333187,-118352,207401,112811,1039200,1260093,-654847,973582,-58011,324664
357,134536,-242871,-2378442,-111954,202479,103911,1814991,1891182,424394,1542837,-526050,-40627
358,145365,-225449,-2400369,-97804,191996,109898,225656,1397479,324195,378205,-897677,283769
359,170919,-218201,-2377158,-91767,187563,125411,-627192,169645,-108546,-166528,-614619,654991
360,175705,-213177,-2358114,-87798,184466,128344,-76091,-180597,-111726,-107098,-553783,421467
361,162873,-211391,-2357316,-86461,183361,120390,275705,-544930,-414313,89610,-482487,-124548
362,155975,-216616,-2344574,-90647,186587,116203,-442668,-448542,-718556,2472,-499096,-249391
363,164696,-224658,-2319734,-96911,191514,121654,-433407,-65013,-733938,-116951,-642572,194454
364,172488,-231532,-2305594,-102333,195683,126429,-49144,273231,-671895,-72664,-700452,90222
365,175342,-236302,-2302902,-106136,198554,128161,308212,378043,-553097,70833,-697922,-214534
366,170078,-238281,-2309775,-107736,199740,125014,541833,289253,-396459,104567,-713283,-190560
367,153707,-236139,-2326205,-106176,198457,115177,878139,82680,-178065,29460,-771418,42712
368,122177,-227313,-2351264,-99900,193129,95881,1082743,-542739,202317,-88479,-890799,103099
369,65620,-211740,-2377178,-90548,183577,60290,1127894,-2185213,384198,-123237,-960762,-246167
370,-24836,-191208,-2406888,-83658,170693,1751,1399000,-3339875,391845,2044,-798876,-110051
371,-124037,-174325,-2434473,-87011,159855,-63119,1067736,-3725402,120833,-87514,-684003,193724
372,-209369,-168753,-2429166,-101762,156229,-116782,-191322,-4642830,-63043,-271889,-478671,656141
373,-296146,-165039,-2412608,-122882,153801,-169520,-32028,-4428769,79869,-113532,-423204,616501
374,-368660,-158054,-2398122,-141586,149204,-213724,-651,-3480278,219878,-74443,-403958,453690
375,-425371,-153062,-2383032,-158869,145897,-247293,-49978,-2818698,-14187,-76462,-364320,206801
376,-470091,-154484,-2369191,-177109,146841,-270741,-293082,-2198424,-140594,-90799,-330611,218394
377,-490046,-157463,-2342166,-186954,148813,-279836,-617750,-1221799,198786,-61911,-394170,296810
378,-479237,-158988,-2311749,-183466,149821,-273501,-586603,187698,137376,-54567,-506275,334114
379,-448245,-163315,-2282272,-173869,152670,-255203,-705901,1057873,13652,-284880,-490218,298666
380,-403878,-170347,-2247832,-161774,157269,-228295,-999142,1279607,-37819,-435937,-451681,306716
381,-349793,-181447,-2204233,-150540,164454,-194084,-1347755,1509056,-105710,-530775,-464342,220488
382,-276771,-192288,-2154513,-135906,171379,-149026,-1462872,2497972,-90689,-504912,-411073,-54948
383,-175945,-206728,-2095111,-121297,180462,-86327,-1986518,3331248,-492793,-333974,-365911,-489366
384,-62409,-233449,-2025853,-121118,196840,-13658,-2078158,2989805,-1339028,15594,-543803,-649345
385,6782,-265746,-1979300,-138331,215872,31566,-863139,1202543,-1660468,651551,-402404,-710058
386,8974,-277465,-1973500,-147599,222569,34425,311704,-340628,-386577,847785,-301023,-555919
387,-14203,-265641,-1976904,-140427,215811,19658,466837,-346710,465887,564123,-712707,-743131
388,-15445,-238753,-1980698,-119205,200022,14779,808247,737298,1078973,-86432,-714985,-104876
389,-25712,-212843,-1999708,-100275,184260,4607,1141062,399647,514505,-369461,-592074,344978
390,-44609,-208053,-2022444,-99079,181287,-7647,846132,455832,-757743,-412801,-412817,535607
391,-32263,-221190,-2037249,-107542,189396,2011,394005,2048244,-1120796,-598812,114032,654428
392,-8083,-230344,-2034578,-111774,194965,17863,-85733,503211,-609420,-711112,199588,313441
393,-17117,-234564,-2033499,-116110,197511,13150,466643,476,-573939,178508,7010,634852
394,-18629,-234757,-2048103,-116437,197626,12287,564708,1483855,-255757,718707,-142261,692644
395,-31149,-208006,-2072892,-97253,181259,530,2359602,558323,1600650,1028121,-1005059,342006
396,-59086,-157706,-2140179,-63603,148975,-25471,1934339,2026675,1070232,620051,-879025,-135166
397,8061,-158044,-2099551,-54903,149198,18034,-2364262,1866850,-520261,382377,-547446,1641
398,75326,-168166,-2022943,-56473,155847,62838,-1715980,102691,-533768,598898,-518022,418735
399,82595,-182426,-1986442,-66822,165083,68593,-1034492,-817561,-1160216,609247,-527259,412981
400,116152,-199479,-1920472,-78278,175923,90885,-2290508,-393408,-914228,207495,-408445,41385
401,162052,-212412,-1845951,-87271,183993,119892,-1836175,-224417,-944386,-125569,-464656,236147
402,198761,-225597,-1788733,-97741,192085,142392,-1388794,-41149,-1076092,-179216,-466279,207726
403,236706,-239735,-1733200,-109928,200610,164797,-1396576,27454,-1175579,-192373,-472698,165837
404,278943,-253922,-1678132,-123329,209002,188784,-1239170,376381,-1190950,-35692,-412807,49687
405,322240,-266564,-1627810,-136627,216343,212471,-1059899,406558,-1167303,30598,-475812,-102114
406,363124,-279189,-1578979,-150684,223544,233766,-1001067,369354,-1238416,82529,-642895,-204722
407,406411,-290907,-1527741,-165169,230110,255505,-1063210,341750,-1207836,58591,-720978,-195929
408,450049,-298836,-1474435,-177548,234488,277206,-1060016,264389,-1045344,14314,-805252,-63729
409,489573,-303298,-1425794,-187350,236928,296831,-880387,246186,-911607,29229,-868940,-5549
410,519900,-306062,-1383651,-194848,238431,311707,-751970,-67750,-836600,64985,-916969,-144128
411,539662,-307691,-1344556,-199828,239314,321291,-678342,-487933,-784273,83501,-930684,-220546
412,544826,-307805,-1313167,-200915,239377,323868,-424941,-883752,-587579,95802,-918997,-280894
413,529894,-306933,-1296465,-197382,238905,316556,-27356,-1261895,-406993,211928,-640524,-88019
414,490831,-304619,-1299567,-188615,237648,297142,527660,-1646309,-127022,253730,-557633,-60320
415,421976,-300596,-1328900,-175038,235453,261954,1213929,-2025850,152766,365670,-421251,48294
416,332027,-292716,-1377303,-158788,231113,214722,1609066,-2201723,368328,344234,-372662,45218
417,235086,-278996,-1430819,-141760,223435,161995,1625865,-2366370,502184,323360,-352412,65412
418,150808,-264976,-1466870,-129524,215428,114063,1027219,-2406949,247022,260328,-270598,322741
419,87065,-253897,-1480221,-122702,208988,76548,489406,-2299178,136305,197109,-308743,449322
420,34750,-244671,-1472303,-118894,203548,45050,-138576,-2650785,164416,282473,-445958,479706
421,517,-231530,-1451636,-111766,195682,23145,-242374,-1854105,556844,466507,-605999,356485
422,-16579,-208456,-1432204,-95784,181539,9482,-110249,-1163049,1051468,438548,-575392,102661
423,-34197,-181826,-1398320,-77827,164698,-5588,-833594,-2439449,1195465,178190,-495044,-28570
424,-61749,-157869,-1342010,-64137,149083,-27154,-1458981,-3461940,1161429,49662,-491682,141172
425,-87263,-136693,-1276583,-53147,134920,-47602,-1601366,-3344219,1149601,-75677,-493129,338410
426,-102961,-116604,-1208651,-41927,121180,-61889,-1561143,-2885447,1204840,-192947,-531848,482488
427,-116426,-96154,-1147246,-30561,106895,-75055,-1488338,-2345638,1213202,-290098,-566117,552692
428,-124926,-78532,-1086768,-20513,94346,-84476,-1595710,-2191186,1043475,-362019,-571696,541026
429,-132747,-66094,-1024769,-14020,85359,-92457,-1762406,-2238695,814841,-470838,-538889,428219
430,-139918,-59856,-961219,-11573,80811,-98749,-1884534,-2131774,556409,-544497,-514474,392288
431,-139949,-58622,-899017,-10781,79908,-99033,-1896864,-1550207,319501,-573535,-511588,347650
432,-127129,-62576,-837395,-10483,82797,-89288,-1987640,-908501,29624,-580774,-509822,229020
433,-103155,-71507,-775197,-11337,89283,-70848,-2059137,-458728,-231029,-506052,-455762,32052
434,-70481,-83898,-713328,-13513,98190,-45928,-2032622,-9422,-460019,-441346,-460321,-73786
435,-27216,-99346,-653403,-17238,109144,-13592,-1983788,590285,-757412,-365996,-444144,-152296
436,25075,-118694,-592354,-24418,122624,24720,-1998954,768162,-1004506,-22726,-443876,-400111
437,70582,-136183,-536443,-33052,134575,57205,-1542288,364708,-938842,279014,-547883,-405542
438,90306,-146242,-497295,-39166,141346,71145,-847762,-445660,-552665,478304,-476699,-412050
439,81841,-141673,-473500,-36313,138281,65176,-337581,-1287859,227507,221682,-386459,-426467
440,62930,-123678,-457535,-24534,126053,51010,-141109,-951946,767901,-97073,-631005,-318124
441,52142,-101384,-447717,-9500,110577,41655,204081,-425522,690589,-222504,-573186,-61438
442,44123,-88374,-446667,-1106,101382,34846,141416,94293,-43315,190395,99919,99850
443,47752,-91574,-434795,-3000,103654,37697,-170684,34175,-455615,79346,114019,520446
444,51097,-85194,-431670,1752,99115,39483,249594,606650,139450,-217795,-229968,716672
445,65269,-73400,-429391,11117,90651,48605,263720,1278228,279694,-454318,-340813,272340
446,93759,-66168,-422326,18098,85412,68651,-161856,1490620,-250186,-559994,-411714,7267
447,128803,-75749,-398976,13180,92345,94387,-913248,1105474,-1050765,-608923,-379555,272547
448,167731,-91847,-355518,2742,103847,122519,-1491665,555833,-1092557,-340078,-284322,431441
449,208629,-104331,-303624,-6422,112643,151235,-1568150,573480,-910448,81591,-391307,202287
450,243277,-108995,-260494,-10924,115900,175242,-976353,398409,-533280,272008,-521625,102626
451,264840,-107747,-235542,-11180,115030,190300,-500475,670536,-267522,247056,-580340,11824
452,296822,-102145,-207352,-9505,111110,212968,-1011615,1004207,-150811,-35304,-556126,-68431
453,338696,-95046,-163294,-8635,106112,242866,-1414560,685594,-310246,-146007,-504650,-37172
454,370417,-91200,-116614,-9915,103389,265452,-1456124,-25936,-558520,-254576,-422595,18628
455,395733,-89036,-65888,-12092,101852,283362,-1574006,-244562,-661612,-257555,-407174,-35278
456,421569,-87328,-13771,-15133,100636,301531,-1528631,-172067,-714800,-253004,-411726,-2208
457,447179,-85612,34838,-18605,99413,319489,-1394752,-65968,-723615,-251104,-398037,17126
458,471683,-84166,78564,-22496,98381,336573,-1158223,100455,-722176,-279348,-446931,80212
459,495498,-83578,113694,-27231,97962,352922,-839032,393306,-707503,-269105,-470590,66077
460,519355,-83838,142646,-32925,98148,368992,-677207,545114,-716181,-250791,-493405,29543
461,540124,-83247,167797,-37657,97725,383068,-655584,578186,-747051,-72567,-535858,-120231
462,563153,-83219,194900,-43654,97705,398403,-639166,493728,-685939,-24806,-533351,-149312
463,582883,-82210,220042,-48440,96983,411698,-569419,380422,-650055,48156,-520377,-186488
464,596125,-80262,242197,-50993,95588,420935,-466617,92032,-547487,199466,-582550,-298538
465,598359,-78008,258909,-50214,93970,423039,-251000,-287183,-473924,200976,-600067,-289107
466,588917,-75537,267958,-45899,92192,417519,-11816,-550745,-305294,211828,-626213,-242022
467,569534,-71382,271630,-37782,89192,405767,80777,-955293,-183420,7346,-687909,-297652
468,534402,-65486,270314,-24688,84917,383537,295308,-1667458,36908,-21282,-663188,-268633
469,477434,-53935,257990,-3801,76470,346652,604979,-2311773,522732,57472,-371965,70743
470,402913,-36344,229512,21928,63433,296396,1408145,-2500199,859734,119130,-214688,259807
471,311220,-17425,177022,46483,49184,230687,2314854,-2487564,909848,156922,-186903,84626
472,222304,2393,122261,65226,34008,164023,2076329,-2310309,745585,-12028,-22358,47164
473,145696,21125,91587,77366,19433,104511,1006451,-2761466,478044,-113066,133116,189257
474,75889,34761,94919,82063,8686,49069,-328725,-3532650,284903,-127270,212955,359613
475,16015,49967,120049,84904,-3432,571,-492719,-2963109,788297,101045,-218668,673523
476,-25092,82213,126595,97413,-29584,-35628,609542,-1433966,1578112,133550,-365567,310352
477,-55830,126072,138004,115583,-66102,-65862,-68104,-1828254,1932806,-9133,-287637,81844
478,-98212,162039,165417,124565,-96821,-105595,-520420,-2729339,1491762,-132082,-241780,161816
479,-138223,189014,192318,127133,-120292,-142768,-476344,-2021940,1173902,-335808,-168735,228757
480,-162384,209972,221450,129638,-138768,-166117,-727628,-1382223,987593,-431008,-117863,253402
481,-178627,225352,255800,131296,-152457,-182098,-1046273,-1237673,813198,-578571,-157306,317495
482,-192045,234845,293175,130975,-160959,-194832,-1164328,-1139430,590057,-563176,-284499,389525
483,-204121,239636,328312,128947,-165265,-205699,-1095251,-970368,343564,-621511,-397900,420518
484,-211310,239260,359687,126364,-164927,-211632,-1049163,-525044,28190,-755647,-459929,407851
485,-206860,232163,388090,124981,-158552,-206753,-1091211,174427,-363970,-861441,-482326,296771
486,-188138,216430,416320,124520,-144502,-188604,-1269620,895771,-779542,-833423,-565772,235499
487,-154586,193566,444665,124628,-124286,-157076,-1306774,1530111,-1138469,-786275,-655981,183633
488,-111768,166228,470552,123319,-100442,-117436,-1188087,2011302,-1428813,-702660,-656967,158443
489,-61426,134944,493091,119059,-73617,-71573,-1027071,2415644,-1718762,-605534,-656326,100633
490,-8100,100636,511763,110320,-44793,-23869,-766774,2401878,-1964754,-446313,-569534,71818
491,31111,65046,526074,95590,-15585,11224,-555275,1475551,-1997341,-111728,-318713,-89190
492,47039,39538,540499,82296,4894,25987,-479427,196787,-1156618,147294,-136800,-150935
493,41880,32010,560831,77206,10863,22542,-639821,-799559,-407638,270974,-196908,-183333
494,39874,33931,581455,78154,9342,20809,-427856,-22045,-24731,-167794,-456724,-199026
495,53235,42583,589547,84750,2471,30646,249513,1091249,166581,-338544,-528128,-98511
496,68267,53791,585736,92826,-6502,41812,513358,1155344,159796,-477738,-451560,49504
497,84328,62602,585651,99318,-13606,54171,132003,1155072,25741,-478006,-375181,41111
498,111238,68232,596505,104343,-18171,75651,-320458,1512835,-71881,-456312,-321912,-12825
499,149196,72351,614927,108198,-21520,106380,-444097,1693633,-156297,-151191,-244114,-52342
500,178468,75805,623874,110524,-24338,130226,139072,1346516,-169939,53527,82008,130263
501,190504,81914,616593,113966,-29339,140101,689650,1070080,17995,-1916,364351,355129
502,197928,92801,605767,120044,-38301,146315,693913,861261,286416,-196469,419595,278770
503,197558,102914,593681,125700,-46687,146122,753351,563698,56477,-223032,47747,113772
504,194838,109317,582296,129278,-52026,143920,716101,475848,-52629,-179382,-135193,159369
505,185987,113674,570266,131758,-55671,136545,731164,100422,-219754,-129769,-150529,-75534
506,182235,113612,564308,131745,-55621,133400,354898,458316,-416188,30293,-222908,245938
507,191260,112801,567716,131233,-54940,140957,1181,838651,-383896,54808,-253190,416834
508,209173,113631,573801,131347,-55635,155968,-5313,1130257,-308471,3394,-362098,293562
509,229771,114638,583999,131173,-56480,173241,-315068,998389,-362808,-69645,-398759,8070
510,248916,114475,603991,130093,-56343,189257,-725263,557029,-455907,-116019,-417314,25517
511,262810,112755,630069,128247,-54901,200789,-853207,205404,-589878,-169959,-455224,78193
512,274461,109280,658133,125465,-51996,210322,-936523,100566,-673647,-342775,-499253,35885
513,284727,104098,687541,121749,-47673,218549,-920535,-4542,-775950,-312859,-478352,-78315
514,294340,98446,715154,117733,-42974,226137,-801893,73754,-745310,-264882,-470751,-76518
515,303448,94590,737721,114677,-39781,233365,-542679,203322,-604798,-168931,-434150,-104926
516,310963,94505,751307,113825,-39710,239526,-130153,386183,-338300,-270146,-502565,-112231
517,313427,98347,751367,115684,-42893,241837,423782,466262,-65361,-411714,-548012,28251
518,308161,106886,739225,120963,-49996,238125,866554,293072,237056,-499009,-513565,-12990
519,287379,118991,715185,129616,-60135,221638,1338918,-300520,418441,-515154,-439369,-205808
520,248374,131711,686794,139372,-70873,189459,1378958,-1229157,313089,-445138,-371854,-480682
521,194017,139970,662124,145733,-77893,143504,1201374,-1898355,-14170,-290609,-441662,-151662
522,147480,144531,641596,147840,-81785,103787,1156603,-1134678,-209878,-223959,-492093,222924
523,109976,149528,618069,148855,-86059,71610,1305083,-957842,-72335,-307814,-585794,363897
524,62461,160847,601369,150880,-95792,30401,773596,-2069554,278959,-300044,-573923,350418
525,-3897,179155,596047,151383,-111671,-27855,690572,-3356389,612245,-277569,-518495,279860
526,-100133,208090,578990,145571,-137100,-113309,1697773,-4338486,1048896,128696,-77417,-86162
527,-197599,246892,562915,134038,-171806,-201397,1194492,-4024544,1297078,374009,376845,54202
528,-272085,273164,577241,116966,-195676,-267774,-318214,-3373449,957734,187482,322635,556308
529,-323510,285978,600028,99951,-207420,-312021,-248851,-2361071,540314,-294755,-54567,604263
530,-358678,295121,610692,86992,-215839,-341912,167025,-1168777,117607,-464489,-135152,294265
531,-372035,299362,616815,82013,-219756,-353312,39611,-54278,-93014,-502265,-82575,256547
532,-362475,295523,629766,85330,-216211,-344999,-645475,874744,-323317,-387586,-146988,132420
533,-332851,280291,652496,93824,-202200,-318429,-1187844,1776528,-525881,-546089,-312442,119522
534,-279541,262392,681488,110012,-185854,-271948,-1403419,2678638,-560590,-781195,-441246,7443
535,-212857,244151,710736,127800,-169333,-213728,-1172416,3137527,-699502,-854280,-619037,-34694
536,-143018,228915,728818,143372,-155644,-152589,-533388,3652717,-885842,-722407,-691075,4600
537,-62215,208033,733562,154138,-137050,-80841,-114110,4582051,-1617972,-466526,-528073,26099
538,29944,169351,735068,151425,-103147,1962,-295167,5156309,-2543985,-286553,-311688,-108631
539,123862,131454,745596,140136,-70656,83995,-453180,4065856,-1706205,272132,726195,-385564
540,154985,123129,764435,136695,-63618,110453,-511145,-16723,-481469,87691,475321,-521824
541,147034,121529,765541,135656,-62270,103779,663070,216372,-383835,-46112,-940454,-224775
542,152640,127520,747767,139000,-67326,108418,1110979,1626411,122755,-478320,-912174,81468
543,186279,136449,732484,143966,-74896,136894,594881,2639043,-117156,-506693,-725055,340360
544,229596,138440,739173,143895,-76589,173756,-341264,1952427,-226433,-624602,201916,536272
545,259040,142056,757538,144109,-79671,198917,-576212,846845,-332411,-582413,339062,292437
546,257513,138855,772170,142545,-76941,197485,-125556,-612672,-700202,-451224,166365,-234115
547,244902,133655,771974,140603,-72522,186592,521752,221625,-508743,-94150,-129742,-192460
548,254572,134044,754987,140216,-72853,194792,1141361,1706228,-149532,-167280,-383776,235328
549,273225,142323,736110,143179,-79899,210983,949576,1676570,240137,-302506,-673833,427451
550,282910,151712,716119,147182,-87933,219716,1152170,1085003,149374,-120443,-589261,210861
551,283792,160568,692190,151591,-95553,220947,1196645,1363485,265763,706676,109368,-153405
552,304021,177058,681232,157724,-109844,239315,277015,1125013,492519,641339,-205823,19313
553,285983,184582,678823,163216,-116410,224114,376232,-1243792,-217325,-8731,-599907,-67385
554,262167,186120,683220,165965,-117756,203446,-164426,-559789,-305299,-304830,-519627,6017
555,257506,187722,690348,167071,-119157,199443,90470,124328,-311873,-376721,-467842,189510
556,257699,189282,690370,167807,-120525,199671,282425,396154,-257469,-255431,-408338,21923
557,254994,193102,687483,169818,-123879,197448,447929,114753,-92515,-60896,-355241,-235635
558,239844,200710,681069,174348,-130576,184394,512204,-576574,108578,-76228,-345903,-349198
559,205478,212282,671683,181100,-140817,154259,750086,-1607122,274998,-129780,-403473,-360079
560,152324,224734,656758,186828,-151904,106942,1015080,-1973507,294410,-162713,-377448,-98253
561,104457,240966,635368,191884,-166463,63716,1423150,-1475898,441900,-414474,-492665,42659
562,52590,259338,607436,195044,-183079,16268,1481911,-1949020,425826,-629212,-385427,151737
563,-8289,277849,594372,193941,-199962,-39754,745767,-2789516,529650,-571332,-253049,263103
564,-88199,295872,586570,184396,-216534,-112924,985590,-3973026,585185,-317218,-86241,186540
565,-183917,319556,574759,165433,-238498,-200059,1129776,-4169563,591785,53918,25767,235512
566,-260186,333735,573224,142363,-251747,-267653,166947,-2980270,-15737,231330,109464,393468
567,-306945,333220,582610,122712,-251265,-306798,-96659,-1787518,-230614,-61458,-174373,509227
568,-338060,335535,583266,109441,-253434,-332771,408839,-936845,-281602,-177978,-160988,401639
569,-352236,337032,582972,103254,-254837,-344549,187764,-20011,-264025,-257988,-103768,387401
570,-343020,334770,591967,106906,-252718,-336678,-428265,1023101,-314530,-394316,-72289,126387
571,-312839,319174,612021,115706,-238143,-309315,-1253701,1643336,-724878,-519204,-189264,-44941
572,-270347,296092,642568,125824,-216737,-270268,-1607049,2033548,-765234,-599467,-396645,-19276
573,-214356,272344,675453,138209,-194926,-219494,-1569353,2721998,-868403,-640355,-507047,10119
574,-144757,251418,705520,152179,-175898,-157171,-1224841,3431265,-848744,-714413,-627653,24654
575,-64585,233628,727450,164892,-159867,-85659,-767532,4072925,-1069632,-635423,-596672,-25632
576,18859,207190,739278,167961,-136303,-10417,-428012,4261453,-1888964,-361055,-370755,-126845
577,99142,169984,746900,158508,-103696,61538,-204999,3996518,-2161599,-135080,-54012,-173561
578,159495,144449,751051,148043,-81714,114051,170299,2531900,-1190361,16054,128351,-165787
579,176496,139874,748033,145797,-77810,128577,412396,726352,-359552,142203,-303257,-160599
580,185218,142370,745855,147077,-79940,136016,369195,1010275,-195713,-2235,-520564,-34372
581,203597,149588,740226,150554,-86111,151795,544835,1712537,122945,-354268,-453632,160208
582,231151,155868,735366,152828,-91504,175561,355911,1651471,-159238,-489723,-145887,317609
583,248231,159440,738246,153729,-94579,190354,-83021,848687,-153798,-648321,128277,192753
584,257011,164350,754317,155632,-98818,198097,-622692,60598,-271926,-440676,-50407,-240510
585,256636,164221,767529,155592,-98706,197769,136667,66103,-441817,-199228,-98996,-148126
586,249879,162008,748949,154923,-96794,191864,1394832,695206,-348377,37114,-162523,15753
587,253507,166693,723990,157039,-100844,195165,1193130,1394945,128949,26072,-513163,433441
588,271632,177309,705236,160949,-110063,211294,901917,1746021,231150,-131219,-522591,369751
589,288588,186902,688502,164083,-118440,226502,987648,1515933,154064,-686,-357384,175390
590,311249,199444,682386,167597,-129460,246993,-74621,1410872,441608,254207,-424946,-4770
591,313175,218117,690262,175949,-146004,249846,-3661,-626095,420145,57730,-578294,5438
592,281611,230470,692379,184834,-157036,222526,-54789,-1308912,192063,-371551,-509278,-131074
593,259172,240339,701535,191025,-165898,202865,-128736,-856229,5095,-591501,-373142,-25476
594,239122,242012,703134,193041,-167404,184908,256383,-609643,-455070,-476893,-247079,-183803
595,225386,237872,697914,191915,-163679,172466,760906,-49494,-579382,-225860,-368420,-81029
596,216013,234940,679773,190991,-161046,163997,1186595,408335,-355873,-157966,-514577,54515
597,206050,238630,653940,192909,-164360,155103,1557104,310982,-41240,-118120,-531952,-63972
